Name,Image,Famille,Catégorie,Sous-catégorie,Couleur,Matières,Pièces habitation ,Dimension,Kg,Type achat,Fournisseur,Ref fournisseur,Type d'article,Unité,URL,Prix achat HT (indicatif),Description fournisseur
Verre à Pied Lior Vert ,image_1024-496.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/PMB4RRZ5_i2Sbm4ghcblqA/vH4s7vbudwC1HTp0pzYTfBqOH3t183kZvfB_-NFVWpaugi4P9HoQv-KEc-Id_HzwS3uLLfT07W680AB6Zsq3sR34lSQgs3o6SUQOMTCYQ3EpunxgaECcxq571waHTERLt_JGkTN8r7vteZs60hpyE2W63kc6VUEN8BZxNMshbZ8/FGEK7bNod-FXO3jZ_ng68Bx9Tg75p3XrH_tP5KX4LuU),1 -  Maison et décoration,11 - Art de table,35 - Verre,Vert,Verre,Cuisine & salle à manger,"D8 H16,5cm",0.27,Stockage,6 -   Opjet,013714,vente de marchandises,Unité,https://www.opjet.com/shop/013714-verre-a-pied-visage-vert-d8-h16-5cm-13419#attr=,"€2,49","Verre à Pied Visage – Vert – D8 x H16,5 cm
Ajoutez une touche artistique et originale à votre table avec le verre à pied Visage vert. Sa teinte élégante et son motif en relief représentant un visage stylisé en font une pièce déco aussi belle qu’utilitaire, parfaite pour vos apéritifs, dîners ou simplement pour embellir une étagère.
Description
Ce verre au design sculptural se distingue par ses lignes douces et son visage discret en relief, pour une esthétique subtilement arty. Fabriqué en verre teinté vert, il apportera une note de fantaisie élégante à vos tables tout en restant facile à assortir.
Détails des caractéristiques
- Matériau : Verre
- Couleur : Vert
- Hauteur : 16,5 cm
- Diamètre : 8 cm
- Poids net : 0,27 kg
Avantages
✔ Design original : visage stylisé en relief
 ✔ Verre teinté : élégant et moderne
 ✔ Parfait pour l’art de la table ou en objet déco
 ✔ Idéal pour vin, eau, ou cocktails
Conseils d’entretien
Lavage à la main recommandé pour préserver la teinte et le relief. Évitez le lave-vaisselle et les produits abrasifs.
Le verre à pied Visage vert est une pièce coup de cœur pour celles et ceux qui aiment allier art et usage quotidien. À offrir ou à s’offrir pour une table qui sort de l’ordinaire.





"
Verre à Pied Lior Bleu,image_1024-497.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/c_wUP7ffGhR6AlfH-XhZfg/mHNcxdGNEoAYtNJgD95KkWSq598vTUy3y9JNvOfqxe_KohgUutV2MCKnTQ22T_Ry7wNTQZvuXs9YZZtNLfwWeEiyAPQmHFkU17cT1fz1JbL298s3wo-eFEa6co3e8soRW1_LCHQFKc_Q-ZdVMGi_jEQqEypDWZNtW-CRVu3Jy7c/KHiogSMDMdy-U6SKr-Pzn6H5kVio8adCvOLBJEu31DU),1 -  Maison et décoration,11 - Art de table,35 - Verre,Bleu,Verre,Cuisine & salle à manger,"D8 H16,5cm",0.33,Stockage,6 -   Opjet,015379,vente de marchandises,Unité,https://www.opjet.com/shop/015379-verre-a-pied-visage-bleu-d8-h16-5cm-15505#attr=,"€2,49","Verre à Pied Visage – Bleu – D8 x H16,5 cm
Apportez une note artistique et colorée à vos moments de convivialité avec le verre à pied Visage bleu. Son design en relief représentant un visage stylisé et sa belle teinte bleue en font une pièce aussi décorative que fonctionnelle, idéale pour une table originale et pleine de personnalité.
Description
Ce verre à pied en verre teinté bleu se distingue par son motif visage en relief, discret mais expressif. Que ce soit pour le service du vin, de l’eau ou même en tant qu'objet déco, il attire tous les regards avec subtilité et élégance.
Détails des caractéristiques
- Matériau : Verre
- Couleur : Bleu
- Hauteur : 16,5 cm
- Diamètre : 8 cm
- Poids net : 0,33 kg
Avantages
✔ Motif artistique en relief : visage stylisé unique
 ✔ Verre teinté pour un rendu chic et moderne
 ✔ Polyvalent : parfait pour boissons ou usage décoratif
 ✔ Ajoute une touche créative à votre table
Conseils d’entretien
Lavage à la main recommandé pour préserver la couleur et le motif en relief. Évitez les produits abrasifs et le lave-vaisselle.
Le verre à pied Visage bleu allie art et praticité, parfait pour sublimer vos repas ou comme objet déco original dans votre intérieur.





"
Verre à Pied Lior Transparent,image_1024-499.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/4_gwdI4VTihKr5pTo2CWjw/8r2kLGXkUQ3eA2DSiYYPVoPnxoeHhDW9NSu7AizmTIP0pzB0DdxAuEJO_tuHilnIAy3tGLXWAsVWJBNoz9-b4v9OQZwToMyoGTufydjdhegRC7PxoSPnWRaU3w3-1rvQCqu_gox5fCfcCbtLHMkKnHwLQgjwJKFiZpM3vN09ZKs/mKXQsEkrN5ON7lEvlilfOgrJ2Nrb2PRHQLYi2qiVvC4),1 -  Maison et décoration,11 - Art de table,35 - Verre,Transparent,Verre,Cuisine & salle à manger,"D8 H16,5cm",0.38,Stockage,6 -   Opjet,013204,vente de marchandises,Unité,https://www.opjet.com/shop/013204-verre-a-pied-visage-transparent-d8-h16-5cm-12907#attr=,"€2,49","Verre à Pied Visage – Transparent – D8 x H16,5 cm
Minimaliste et raffiné, le verre à pied Visage transparent mise sur la pureté des lignes et la subtilité du détail. Son motif visage en relief apporte une touche artistique discrète, parfaite pour une décoration de table élégante ou une utilisation quotidienne avec style.
Description
Réalisé en verre transparent, ce modèle au design sculptural est orné d’un visage stylisé en relief. À la fois original et intemporel, il s’utilise aussi bien pour le vin que pour l’eau ou un cocktail. Il se distingue autant en service qu’en objet déco à exposer.
Détails des caractéristiques
- Matériau : Verre
- Couleur : Transparent
- Hauteur : 16,5 cm
- Diamètre : 8 cm
- Poids net : 0,38 kg
Avantages
✔ Design artistique : motif visage en relief discret et élégant
 ✔ Look épuré : parfait pour toutes les ambiances de table
 ✔ Polyvalence d’usage : idéal pour les boissons ou en décoration
 ✔ Verre solide : finition soignée, agréable en main
Conseils d’entretien
Lavage à la main recommandé pour préserver les détails en relief. Évitez les produits abrasifs et les changements thermiques brusques.
Le verre à pied Visage transparent est un classique revisité avec une touche artistique, à adopter pour une table subtilement originale et intemporelle.






"
Verre à Pied Lior Gris,image_1024-500.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/Rdjp3LCsaSymnfFdlsJlww/6RjJrhfE35xKcbArWqUgFPUS_nUtV2BtNkUcpM-KA71RCglHqTtXjAa_YV3Lo9opUmCLIWgJc-T7WuZQPQIUiH0P3rcdydZruJrhuW-IwwbchALqkpJ56QIcnrgGhvAGCo32AgNertSmsM1v49UrZCH25wn9_kwhF8wnYRWs51I/8NtYRmEVG2d_Rv6TBlI79clRUzwnL69pNr1LHsqNvvM),1 -  Maison et décoration,11 - Art de table,35 - Verre,Gris,Verre,Cuisine & salle à manger,"D8 H16,5cm",0.27,Stockage,6 -   Opjet,013202,vente de marchandises,Unité,https://www.opjet.com/shop/013202-verre-a-pied-visage-gris-d8-h16-5cm-12905#attr=,"€2,49","Verre à Pied Visage – Gris – D8 x H16,5 cm
Apportez une touche sophistiquée et contemporaine à votre table avec le verre à pied Visage gris. Son motif visage en relief et sa teinte fumée élégante en font une pièce aussi décorative qu’utilitaire, idéale pour sublimer un dîner ou agrémenter une étagère avec originalité.
Description
Ce verre en verre teinté gris arbore une silhouette élancée et un visage stylisé en relief pour un effet artistique subtil. Que ce soit pour servir vos boissons préférées ou comme objet déco, il séduira les amateurs de design moderne aux lignes épurées.
Détails des caractéristiques
- Matériau : Verre
- Couleur : Gris
- Hauteur : 16,5 cm
- Diamètre : 8 cm
- Poids net : 0,27 kg
Avantages
✔ Design artistique et minimaliste : visage discret en relief
 ✔ Verre teinté fumé : chic et facile à assortir
 ✔ Idéal pour un usage quotidien ou en décoration
 ✔ Original et intemporel : une touche créative pour toutes les tables
Conseils d’entretien
Lavez à la main avec un chiffon doux pour préserver la couleur et le relief. Évitez le lave-vaisselle et les produits abrasifs.
Le verre à pied Visage gris est l’accessoire parfait pour une table design, un apéritif élégant ou une déco subtilement arty.






"
Verre à Pied Lior Ambré ,image_1024-498.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/VKdil8Uci5PFRY7fVFje0Q/TDFCaeAalsE6ERqwhjKH7Ywrw2UdybcpkllbQhtRqcCZmeXsHtsaWufafkLgWMGtXSVdQ71sJ1aGUrdzLBMPyMnX_Vej1pC71qEUhzNkxVCdvBqkTVtryjadcDWeNkFA-bsUvZjGtn9rmKLwF7LL9fTLH37j118ZcTFphuJtrrQ/lO9s62Kv9WevMeLiDi5zc--tq9HUKSlL3TcQCEdX3YA),1 -  Maison et décoration,11 - Art de table,35 - Verre,Marron,Verre,Cuisine & salle à manger,"D8 H16,5cm",0.27,Stockage,6 -   Opjet,013206,vente de marchandises,Unité,https://www.opjet.com/shop/013206-verre-a-pied-visage-ambre-d8-h16-5cm-12909#attr=,"€2,49","Verre à Pied Visage – Ambré – D8 x H16,5 cm
Chaleureux et raffiné, le verre à pied Visage ambré séduit par son coloris doré et son motif visage en relief. Idéal pour ajouter une touche d’originalité à votre table ou comme objet décoratif, ce verre conjugue esthétique et fonctionnalité avec beaucoup d’élégance.
Description
Conçu en verre teinté ambré, ce modèle se démarque par un design sculptural représentant un visage stylisé. Sa forme élancée et sa teinte chaude créent une atmosphère conviviale et raffinée, que ce soit pour un dîner entre amis ou pour sublimer un coin étagère.
Détails des caractéristiques
- Matériau : Verre
- Couleur : Ambré
- Hauteur : 16,5 cm
- Diamètre : 8 cm
- Poids net : 0,27 kg
Avantages
✔ Motif visage en relief : touche artistique et design
 ✔ Teinte ambrée chaleureuse : idéale pour une déco de table chic
 ✔ Usage multiple : parfait pour l’eau, le vin ou en simple objet déco
 ✔ Verre teinté dans la masse pour un effet durable
Conseils d’entretien
Lavage à la main conseillé pour conserver la teinte et la finesse du motif. Évitez le lave-vaisselle et les produits abrasifs.
Le verre à pied Visage ambré est l’accessoire parfait pour une table élégante et expressive, ou pour une déco de caractère aux accents artistiques.





"
Verre Gobelet Naor Vert ,image_1024-498.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/F_kgnjqNKTlIClmkVKZAyA/TV0TO-v79LjFlXkITadnWt0qfL6eRhw3BYOyiJFXuQmSJss_nU8M1_RpneQJqZCMc-Z2P8FJ-gWVnxqIDN3Kry-z05gnvqzG-Mip94mKhniAqsHxprnLU4VZEZ1BWNNMGqnlHH4qglXBXUBSu-BheP_ciI6feQP2d4LmBxrxqIo/aLRfDTn1xCTpN-hP_lA41sySjBkdFNyUWIZKipgT2PY),1 -  Maison et décoration,11 - Art de table,35 - Verre,Vert,Verre,Cuisine & salle à manger,D8 H10cm,0.27,Stockage,6 -   Opjet, 013713,vente de marchandises,Unité,https://www.opjet.com/shop/013713-verre-gobelet-visage-vert-d8-h10cm-13418#attr=,"€1,79","Verre Gobelet Visage – Vert – D8 x H10 cm
Ajoutez une note artistique et naturelle à votre vaisselle avec le verre gobelet Visage vert. Avec son motif visage en relief et sa teinte verte lumineuse, ce verre est à la fois fonctionnel et décoratif, parfait pour dynamiser votre table au quotidien.
Description
Réalisé en verre teinté vert, ce gobelet compact séduit par son design en relief représentant un visage stylisé. Que ce soit pour boire de l’eau, un jus ou pour l’utiliser comme petit contenant déco, il apporte fraîcheur et originalité à votre intérieur.
Détails des caractéristiques
- Matériau : Verre
- Couleur : Vert
- Hauteur : 10 cm
- Diamètre : 8 cm
- Poids net : 0,27 kg
Avantages
✔ Motif visage sculpté : une touche artistique au quotidien
 ✔ Verre teinté vert : couleur fraîche et apaisante
 ✔ Multifonction : idéal pour les boissons ou comme objet déco
 ✔ Format pratique : adapté à tous les usages
Conseils d’entretien
Lavez à la main avec une éponge douce pour préserver le motif et la couleur. Évitez les produits abrasifs et le lave-vaisselle.
Le verre gobelet Visage vert est une pièce originale à intégrer dans votre quotidien pour une table pleine de style et de personnalité.





"
Verre Gobelet Naor Transparent ,image_1024-500.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/DhA0cKE6oIiqObsXFqrGfw/FJR5muIqZ5D3rrp-FRa0RIogaDRZIOq7MMXj4Mg8LrvRohHNRW-Bubkh7MxiWRHRnmTZu6Wqr5_fd_k_3yEQVVca3J6aDPDQb8kFPceiNo3cYyEqZnjd6As8TysYgpjKt2RWi5wtpp0NAiPVPVpIzOpts6mzE9OvbLcIfApkIdw/JSxbnxyHSasMhHhp8V8_EiFK_-h51krAFUrCu6oxhMQ),1 -  Maison et décoration,11 - Art de table,35 - Verre,Transparent,Verre,Cuisine & salle à manger,D8 H10cm,0.33,Stockage,6 -   Opjet, 013203,vente de marchandises,Unité,https://www.opjet.com/shop/013203-verre-gobelet-visage-transparent-d8-h10cm-12906#attr=,"€1,79","Verre Gobelet Visage – Transparent – D8 x H10 cm
Sobriété et design s’unissent dans le verre gobelet Visage transparent. Avec son motif en relief représentant un visage stylisé, il apporte une touche d’originalité subtile à votre table, tout en s’adaptant à tous les styles de décoration.
Description
Confectionné en verre transparent, ce gobelet séduit par sa forme épurée et son design sculptural discret. Polyvalent et élégant, il s’utilise aussi bien pour les boissons que comme petit pot décoratif ou photophore, pour un effet minimaliste et raffiné.
Détails des caractéristiques
- Matériau : Verre
- Couleur : Transparent
- Hauteur : 10 cm
- Diamètre : 8 cm
- Poids net : 0,33 kg
Avantages
✔ Motif visage en relief : pour une touche artistique et moderne
 ✔ Verre transparent : intemporel et facile à assortir
 ✔ Utilisation multiple : eau, jus, cocktails, ou petit vase décoratif
 ✔ Design épuré : s’intègre dans tous les styles d’intérieur
Conseils d’entretien
Lavage à la main conseillé pour préserver la clarté du verre et le motif. Évitez les produits abrasifs.
Le verre gobelet Visage transparent est un basique revisité, parfait pour une table élégante et contemporaine. À mixer avec d'autres coloris pour un effet graphique et éclectique.









"
Verre Gobelet Naor Gris ,image_1024-499.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/7lXKYFZAcXEwwc9-EMWvfw/UcV9L9IbgUoplsS7RLSA52wXpqmgJe-me_3N-gzfO8JJ-fHl-1UFzjilMpRVc_txQEUo4QkL2eY7966dYwB6MRHfstBtSfBwIuPN9H-jdH4iNrm0ZgHM_tileVgzk2rwCGH6_PiJa8k8wt9gS1By_Ut_TQFb8zK8zp9OJi4wrhE/q2BVCCN89EHfaakM8EQZ1U-IlWCvHKrl7Cdia_JHnIw),1 -  Maison et décoration,11 - Art de table,35 - Verre,Gris,Verre,Cuisine & salle à manger,D8 H10cm,0.27,Stockage,6 -   Opjet,013201,vente de marchandises,Unité,https://www.opjet.com/shop/013201-verre-gobelet-visage-gris-d8-h10cm-12904#attr=,"€1,79","Verre Gobelet Visage – Gris – D8 x H10 cm
Ajoutez une note artistique et naturelle à votre vaisselle avec le verre gobelet Visage gris. Avec son motif visage en relief et sa teinte verte lumineuse, ce verre est à la fois fonctionnel et décoratif, parfait pour dynamiser votre table au quotidien.
Description
Réalisé en verre teinté gris, ce gobelet compact séduit par son design en relief représentant un visage stylisé. Que ce soit pour boire de l’eau, un jus ou pour l’utiliser comme petit contenant déco, il apporte fraîcheur et originalité à votre intérieur.
Détails des caractéristiques
- Matériau : Verre
- Couleur : gris
- Hauteur : 10 cm
- Diamètre : 8 cm
- Poids net : 0,27 kg
Avantages
✔ Motif visage sculpté : une touche artistique au quotidien
 ✔ Verre teinté vert : couleur fraîche et apaisante
 ✔ Multifonction : idéal pour les boissons ou comme objet déco
 ✔ Format pratique : adapté à tous les usages
Conseils d’entretien
Lavez à la main avec une éponge douce pour préserver le motif et la couleur. Évitez les produits abrasifs et le lave-vaisselle.
Le verre gobelet Visage vert est une pièce originale à intégrer dans votre quotidien pour une table pleine de style et de personnalité.





"
Verre Gobelet Naor Bleu ,image_1024-497.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/TyNhsfhh5G9--NkGOsLrFg/mRvSa-FAcpjoXg4nY23VsdgRVXf0BZF_SwO42dWGdBbqLVNHp5yM5TeUW45QRADO_np7rqmVZdhPKuORJHFWDXWbpbaaiUwCW1-jkdjqhhzVC8gMDnmUfL8WUI9PU1uVgE9vvX6ATPXmt7W5tl-cWEZPfjapD8DkXGSv7HO5wcc/W0kmW4jcHVU1iTfA34lF_pdS8mXnS5rTOmvUbvREPkM),1 -  Maison et décoration,11 - Art de table,35 - Verre,Bleu,Verre,Cuisine & salle à manger,D8 H10cm,0.33,Stockage,6 -   Opjet,015378,vente de marchandises,Unité,https://www.opjet.com/shop/015378-verre-gobelet-visage-bleu-d8-h10cm-15504#attr=,"€1,79","Verre Gobelet Visage – Bleu – D8 x H10 cm
Apportez une touche artistique et contemporaine à votre quotidien avec le verre gobelet Visage bleu. Son design en relief représentant un visage stylisé et sa teinte vibrante font de ce verre un accessoire à la fois pratique et décoratif, parfait pour sublimer votre table.
Description
Conçu en verre teinté bleu, ce gobelet original est orné d’un motif visage sculpté en relief. Sa forme compacte et ergonomique en fait un allié idéal pour vos boissons froides, vos petits cocktails ou même en tant que petit vase ou pot déco.
Détails des caractéristiques
- Matériau : Verre
- Couleur : Bleu
- Hauteur : 10 cm
- Diamètre : 8 cm
- Poids net : 0,33 kg
Avantages
✔ Motif visage artistique en relief : design unique et expressif
 ✔ Verre teinté bleu : coloris tendance et facile à assortir
 ✔ Utilisation multiple : pour l’eau, les jus, ou en décoration
 ✔ Format compact : idéal pour un usage quotidien
Conseils d’entretien
Privilégiez un lavage à la main avec un chiffon doux. Évitez les produits abrasifs et le lave-vaisselle pour conserver l’éclat du verre.
Le verre gobelet Visage bleu est une belle façon d’apporter originalité et style à votre vaisselle. À combiner avec les autres coloris pour une table pleine de personnalité !






"
Verre Gobelet Naor Ambré,image_1024-496.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/wJLGKVoZDhcimgm-O2ux8g/ZUWnUEIGx4UB5l9yrA4ix3Uvos8nDrTRj-noud6TN2Wv556iTAK3Ui2RhHwYFj18FDMI-ZDPp9YDhVGQ67L78CW3JPdVYRqMsURlX1CwvF65JYPj2jt-mPn9pEsHALKPlVzxXIU9wP_LOa0RpaSXHqXuAex3qvT5BhONhbUMVCo/pTqOxOZ4ek6erMHssoVKxyNrfNUbe8FdrrrEmlkjhP0),1 -  Maison et décoration,11 - Art de table,35 - Verre,Marron,Verre,Cuisine & salle à manger,D8 H10cm,0.27,Stockage,6 -   Opjet,013205,vente de marchandises,Unité,https://www.opjet.com/shop/013205-verre-gobelet-visage-ambre-d8-h10cm-12908#attr=,"€1,79","Verre Gobelet Visage – Ambré – D8 x H10 cm
Alliant charme rétro et touche artistique, le verre gobelet Visage ambré se distingue par sa teinte chaleureuse et son motif visage en relief. Idéal pour sublimer votre table du quotidien comme vos moments de convivialité, il ajoute instantanément du caractère à votre vaisselle.
Description
Fabriqué en verre teinté ambré, ce gobelet compact est orné d’un visage stylisé en relief. Sa couleur dorée et douce capte joliment la lumière, apportant une atmosphère cosy et élégante à vos repas. À utiliser pour l’eau, les jus, les cocktails ou comme petit contenant déco.
Détails des caractéristiques
- Matériau : Verre
- Couleur : Ambré
- Hauteur : 10 cm
- Diamètre : 8 cm
- Poids net : 0,27 kg
Avantages
✔ Motif visage en relief : design original et artistique
 ✔ Format compact : parfait pour une utilisation quotidienne
 ✔ Verre teinté : effet lumineux et esthétique
 ✔ Polyvalent : idéal pour les boissons ou en objet déco
Conseils d’entretien
Lavage à la main recommandé pour préserver la teinte et le relief du motif. Évitez les produits abrasifs et le lave-vaisselle.
Le verre gobelet Visage ambré est un petit bijou de design à intégrer dans votre quotidien pour allier praticité et esthétique avec originalité.






"
Tapis Sélian – Blanc ,image_1024-506.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/DLgukZeGQoYfiCbIVDktGg/d3Egafewn-W8cB8qZovb66b34DrLSfwR_9YHTZtjhAcTrrP5LwyIR1xrPh01bTiL5CO6ujLec7Ea1rq3aQ_St44KRm9HQOiZ8rbYQgASdyXdZC2NJppmYgF-KlOz8MFTpzj2q6bVEbtcz4NWmsBfkyS8Tre4sX083aKlVvh44wk/ZLOiDyCR_wW0m032CFl_RIRUAcCO8izNrXd89nv3E70),1 -  Maison et décoration,3 - Objets décoratifs,36 - Tapis,Blanc,Tissu / Velours,"Salon,Bureau,Chambre,Salle de bains,Extérieur / Jardin,Cuisine & salle à manger",160X230cm,,Stockage,6 -   Opjet,017734,vente de marchandises,Unité,https://www.opjet.com/shop/017734-tapis-harmonique-blanc-160x230cm-21312?page=5#attr=,"€119,00","Tapis Harmonique – Blanc – 160 x 230 cm
Apportez une touche de douceur et d’engagement responsable à votre intérieur avec le tapis Harmonique blanc. Confectionné à partir de matériaux recyclés certifiés GRS, ce tapis allie confort, esthétique naturelle et conscience écologique. Parfait pour réchauffer une pièce et structurer votre espace avec style.
Description
Le tapis Harmonique est fabriqué en 100 % polyester recyclé (certifié GRS), avec un envers en polyester et coton, garantissant à la fois durabilité et souplesse. Son coloris blanc naturel s’adapte facilement à tous les styles de décoration – du bohème au contemporain – en créant une atmosphère apaisante.
Détails des caractéristiques
- Dimensions : 160 x 230 cm
- Matériau principal : 100 % polyester recyclé
- Envers : 55 % polyester, 45 % coton
- Couleur : Blanc naturel
- Certification : GRS (Global Recycled Standard)
Avantages
✔ Eco-responsable : composé d'au moins 50 % de matériaux recyclés certifiés
 ✔ Confortable et doux sous les pieds
 ✔ Style naturel et intemporel
 ✔ Facile à intégrer dans tous les espaces : salon, chambre, bureau
Conseils d’entretien
- Tamponnez les petites taches avec un chiffon humide
- Ne frottez pas pour éviter d’incruster la tache
- Ne tirez pas les fibres : coupez-les proprement avec des ciseaux
- Pensez à mesurer soigneusement votre espace avant l’achat pour éviter toute mauvaise surprise
Le tapis Harmonique blanc 160 x 230 cm est une pièce à la fois engagée et élégante, parfaite pour habiller vos sols avec style tout en respectant l’environnement.






"
Tapis Faon – Imitation Peau de Bête Bouclée – Blanc Naturel ,image_1024-522.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/eD_1ylmyurMkS0YRAmw2gQ/V7xLy80-EUFMJsnONXlPxKh332HHQpfji0MsPL2fxZsJT4rxvtVcvgU8T5VHtEiet0rSn4uyTMMLUmXK0e2sXK5tKoCjE8ihkRkgFGHSDrRS_QABbo3-naHYDxvpygETVOXsb2OykkXq6wQHobxKBLYPYedobHbBOLFgwiAGViQ/Ytlv7MOt2abs84ZMuNF6Hda-nGceyGvw0oIa3DgKXKY),1 -  Maison et décoration,3 - Objets décoratifs,36 - Tapis,Blanc,Tissu / Velours,"Chambre,Salon,Salle de bains,Bureau,Entrée,Toilettes",60x90cm,0.38,Stockage,6 -   Opjet,016177,vente de marchandises,Unité,https://www.opjet.com/shop/016177-tapis-peau-de-bete-octave-fausse-fourrure-bouclee-naturel-blanc-60x90cm-17540?page=32#attr=,"€9,99","Tapis Peau de Bête Octave – Fausse Fourrure Bouclée Naturel Blanc – 60 x 90 cm
Ajoutez une touche chaleureuse, douce et texturée à votre intérieur avec le tapis Octave en fausse fourrure bouclée imitation peau de bête. Sa forme libre et organique apporte une note cosy et tendance, parfaite pour habiller le sol d’un salon, d’une chambre ou d’un coin lecture.
Description
Confectionné en 100% polyester, ce tapis à poils bouclés offre un rendu visuel proche de la peau naturelle, tout en étant facile d’entretien et respectueux des animaux. Sa texture moelleuse procure un confort instantané sous les pieds, pour créer une ambiance cocooning, idéale pour l’hiver comme pour l’année entière.
Détails des caractéristiques
- Matériau : 100% polyester (fausse fourrure bouclée)
- Couleur : Naturel / Blanc cassé
- Dimensions :
-  • Largeur : 60 cm
-  • Longueur : 90 cm
- Poids net : 0,38 kg
Avantages
✔ Effet peau de bête chic et tendance
 ✔ Texture douce et chaleureuse pour plus de confort
 ✔ Format compact facile à placer dans toutes les pièces
 ✔ Entretien simple, parfait pour une déco sans contrainte
Conseils d’utilisation
Placez-le au pied d’un lit, sous une table basse ou dans un coin détente. Il s’adapte aussi bien à un intérieur bohème, scandinave que contemporain.
Conseils d’entretien
- Secouez régulièrement pour enlever la poussière
- Nettoyez les petites taches avec un chiffon humide
- Évitez les frottements trop intenses
- Ne pas laver en machine
Le tapis peau de bête Octave est le parfait équilibre entre style, confort et praticité, à adopter pour réchauffer instantanément votre déco.






"
Tapis Elgar PM – Blanc,image_1024-512.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/OAYbVOyP5n4T6t5MwQLWlg/Owgwe-I8eajtF1syPO8cjhh7sLh81bWNL40O5ZuPTkv0KkYHLO4kk38XY0Np-KuwLzcblWsvCChn0-2EfYsrFwVLvII9nTxupd5SOQ3RGTWpCjDECHuHFnD_43A6i5rVfYd3w3RYwT2F1PZldESL_IodG_kBq7l5opMTZqikhLk/75NRKE2x32rxQ-LLOLUBtQV_dB1xMqRoivW_iDAJSUM),1 -  Maison et décoration,3 - Objets décoratifs,36 - Tapis,Blanc,Tissu / Velours,"Chambre,Salon,Salle de bains,Bureau,Entrée,Cuisine & salle à manger",70X150cm,,Stockage,6 -   Opjet,017725,vente de marchandises,Unité,https://www.opjet.com/shop/017725-tapis-rondo-blanc-70x150cm-21303?page=5#attr=,"€39,00","Tapis Rondo – Blanc – 70 x 150 cm
Compact, élégant et responsable, le tapis Rondo blanc 70 x 150 cm est le choix idéal pour sublimer vos petits espaces avec douceur et simplicité. Fabriqué à partir de matières recyclées certifiées GRS, il combine design minimaliste, confort et engagement écologique.
Description
Ce tapis est confectionné en 100 % polyester recyclé, avec un envers en mélange polyester et coton pour une bonne tenue au sol. Son format allongé s’adapte parfaitement aux couloirs, entrées, côtés de lit ou espaces restreints. Son coloris blanc naturel et ses courbes discrètes apportent une touche de sérénité à votre intérieur.
Détails des caractéristiques
- Dimensions : 70 x 150 cm
- Matériau principal : 100 % polyester recyclé
- Envers : 55 % polyester, 45 % coton
- Couleur : Blanc naturel
- Certification : GRS (Global Recycled Standard)
Avantages
✔ Écoresponsable : fabriqué à partir d’au moins 50 % de matériaux recyclés
 ✔ Design sobre et naturel : s’intègre dans tous les styles d’intérieur
 ✔ Format pratique pour petits espaces ou zones de passage
 ✔ Confortable et résistant pour un usage quotidien
Conseils d’entretien
- Tamponnez délicatement les taches avec un chiffon humide
- Ne frottez pas pour éviter d’endommager les fibres
- Ne tirez pas sur les fils : coupez-les avec des ciseaux si nécessaire
- Pensez à bien mesurer votre espace avant achat
Le tapis Rondo blanc 70 x 150 cm est un petit format au grand potentiel déco, parfait pour habiller vos sols avec élégance, tout en respectant l’environnement.









"
